"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"20/03/2025 03:00:00 - 20/03/2025 04:00:00","BZN|NL","Without sequence","91.37","",""
"20/03/2025 04:00:00 - 20/03/2025 05:00:00","BZN|NL","Without sequence","109.0","",""
"20/03/2025 05:00:00 - 20/03/2025 06:00:00","BZN|NL","Without sequence","132.24","",""
"20/03/2025 06:00:00 - 20/03/2025 07:00:00","BZN|NL","Without sequence","135.15","",""
"20/03/2025 07:00:00 - 20/03/2025 08:00:00","BZN|NL","Without sequence","99.06","",""
"20/03/2025 08:00:00 - 20/03/2025 09:00:00","BZN|NL","Without sequence","75.0","",""
"20/03/2025 09:00:00 - 20/03/2025 10:00:00","BZN|NL","Without sequence","34.97","",""
"20/03/2025 10:00:00 - 20/03/2025 11:00:00","BZN|NL","Without sequence","3.42","",""
"20/03/2025 11:00:00 - 20/03/2025 12:00:00","BZN|NL","Without sequence","0.43","",""
"20/03/2025 12:00:00 - 20/03/2025 13:00:00","BZN|NL","Without sequence","0.65","",""
"20/03/2025 13:00:00 - 20/03/2025 14:00:00","BZN|NL","Without sequence","14.56","",""
"20/03/2025 14:00:00 - 20/03/2025 15:00:00","BZN|NL","Without sequence","68.25","",""
"20/03/2025 15:00:00 - 20/03/2025 16:00:00","BZN|NL","Without sequence","104.8","",""
"20/03/2025 16:00:00 - 20/03/2025 17:00:00","BZN|NL","Without sequence","138.13","",""
"20/03/2025 17:00:00 - 20/03/2025 18:00:00","BZN|NL","Without sequence","246.89","",""
"20/03/2025 18:00:00 - 20/03/2025 19:00:00","BZN|NL","Without sequence","230.35","",""
"20/03/2025 19:00:00 - 20/03/2025 20:00:00","BZN|NL","Without sequence","153.39","",""
"20/03/2025 20:00:00 - 20/03/2025 21:00:00","BZN|NL","Without sequence","126.07","",""
"20/03/2025 21:00:00 - 20/03/2025 22:00:00","BZN|NL","Without sequence","110.71","",""
"20/03/2025 22:00:00 - 20/03/2025 23:00:00","BZN|NL","Without sequence","106.64","",""
"20/03/2025 23:00:00 - 21/03/2025 00:00:00","BZN|NL","Without sequence","108.01","",""
"21/03/2025 00:00:00 - 21/03/2025 01:00:00","BZN|NL","Without sequence","100.1","",""
"21/03/2025 01:00:00 - 21/03/2025 02:00:00","BZN|NL","Without sequence","97.5","",""
"21/03/2025 02:00:00 - 21/03/2025 03:00:00","BZN|NL","Without sequence","93.38","",""
"21/03/2025 03:00:00 - 21/03/2025 04:00:00","BZN|NL","Without sequence","90.28","",""
"21/03/2025 04:00:00 - 21/03/2025 05:00:00","BZN|NL","Without sequence","104.49","",""
"21/03/2025 05:00:00 - 21/03/2025 06:00:00","BZN|NL","Without sequence","125.65","",""
"21/03/2025 06:00:00 - 21/03/2025 07:00:00","BZN|NL","Without sequence","132.12","",""
"21/03/2025 07:00:00 - 21/03/2025 08:00:00","BZN|NL","Without sequence","99.21","",""
"21/03/2025 08:00:00 - 21/03/2025 09:00:00","BZN|NL","Without sequence","68.8","",""
"21/03/2025 09:00:00 - 21/03/2025 10:00:00","BZN|NL","Without sequence","40.49","",""
"21/03/2025 10:00:00 - 21/03/2025 11:00:00","BZN|NL","Without sequence","6.4","",""
"21/03/2025 11:00:00 - 21/03/2025 12:00:00","BZN|NL","Without sequence","-2.0","",""
"21/03/2025 12:00:00 - 21/03/2025 13:00:00","BZN|NL","Without sequence","-2.0","",""
"21/03/2025 13:00:00 - 21/03/2025 14:00:00","BZN|NL","Without sequence","-2.0","",""
"21/03/2025 14:00:00 - 21/03/2025 15:00:00","BZN|NL","Without sequence","-1.59","",""
"21/03/2025 15:00:00 - 21/03/2025 16:00:00","BZN|NL","Without sequence","42.93","",""
"21/03/2025 16:00:00 - 21/03/2025 17:00:00","BZN|NL","Without sequence","89.73","",""
"21/03/2025 17:00:00 - 21/03/2025 18:00:00","BZN|NL","Without sequence","111.5","",""
"21/03/2025 18:00:00 - 21/03/2025 19:00:00","BZN|NL","Without sequence","82.0","",""
"21/03/2025 19:00:00 - 21/03/2025 20:00:00","BZN|NL","Without sequence","68.42","",""
"21/03/2025 20:00:00 - 21/03/2025 21:00:00","BZN|NL","Without sequence","45.69","",""
"21/03/2025 21:00:00 - 21/03/2025 22:00:00","BZN|NL","Without sequence","29.23","",""
"21/03/2025 22:00:00 - 21/03/2025 23:00:00","BZN|NL","Without sequence","21.08","",""
"21/03/2025 23:00:00 - 22/03/2025 00:00:00","BZN|NL","Without sequence","26.93","",""
"22/03/2025 00:00:00 - 22/03/2025 01:00:00","BZN|NL","Without sequence","13.87","",""
"22/03/2025 01:00:00 - 22/03/2025 02:00:00","BZN|NL","Without sequence","10.71","",""
"22/03/2025 02:00:00 - 22/03/2025 03:00:00","BZN|NL","Without sequence","8.4","",""
"22/03/2025 03:00:00 - 22/03/2025 04:00:00","BZN|NL","Without sequence","11.17","",""
"22/03/2025 04:00:00 - 22/03/2025 05:00:00","BZN|NL","Without sequence","13.53","",""
"22/03/2025 05:00:00 - 22/03/2025 06:00:00","BZN|NL","Without sequence","13.07","",""
"22/03/2025 06:00:00 - 22/03/2025 07:00:00","BZN|NL","Without sequence","19.88","",""
"22/03/2025 07:00:00 - 22/03/2025 08:00:00","BZN|NL","Without sequence","3.11","",""
"22/03/2025 08:00:00 - 22/03/2025 09:00:00","BZN|NL","Without sequence","0.0","",""
"22/03/2025 09:00:00 - 22/03/2025 10:00:00","BZN|NL","Without sequence","-2.0","",""
"22/03/2025 10:00:00 - 22/03/2025 11:00:00","BZN|NL","Without sequence","-6.0","",""
"22/03/2025 11:00:00 - 22/03/2025 12:00:00","BZN|NL","Without sequence","-16.84","",""
"22/03/2025 12:00:00 - 22/03/2025 13:00:00","BZN|NL","Without sequence","-12.0","",""
"22/03/2025 13:00:00 - 22/03/2025 14:00:00","BZN|NL","Without sequence","-6.79","",""
"22/03/2025 14:00:00 - 22/03/2025 15:00:00","BZN|NL","Without sequence","-1.51","",""
"22/03/2025 15:00:00 - 22/03/2025 16:00:00","BZN|NL","Without sequence","40.0","",""
"22/03/2025 16:00:00 - 22/03/2025 17:00:00","BZN|NL","Without sequence","126.75","",""
"22/03/2025 17:00:00 - 22/03/2025 18:00:00","BZN|NL","Without sequence","154.0","",""
"22/03/2025 18:00:00 - 22/03/2025 19:00:00","BZN|NL","Without sequence","156.0","",""
"22/03/2025 19:00:00 - 22/03/2025 20:00:00","BZN|NL","Without sequence","108.3","",""
"22/03/2025 20:00:00 - 22/03/2025 21:00:00","BZN|NL","Without sequence","99.9","",""
"22/03/2025 21:00:00 - 22/03/2025 22:00:00","BZN|NL","Without sequence","100.1","",""
"22/03/2025 22:00:00 - 22/03/2025 23:00:00","BZN|NL","Without sequence","98.0","",""
"22/03/2025 23:00:00 - 23/03/2025 00:00:00","BZN|NL","Without sequence","91.0","",""
"23/03/2025 00:00:00 - 23/03/2025 01:00:00","BZN|NL","Without sequence","80.0","",""
"23/03/2025 01:00:00 - 23/03/2025 02:00:00","BZN|NL","Without sequence","90.0","",""
"23/03/2025 02:00:00 - 23/03/2025 03:00:00","BZN|NL","Without sequence","92.81","",""
"23/03/2025 03:00:00 - 23/03/2025 04:00:00","BZN|NL","Without sequence","92.79","",""
"23/03/2025 04:00:00 - 23/03/2025 05:00:00","BZN|NL","Without sequence","90.0","",""
"23/03/2025 05:00:00 - 23/03/2025 06:00:00","BZN|NL","Without sequence","94.0","",""
"23/03/2025 06:00:00 - 23/03/2025 07:00:00","BZN|NL","Without sequence","101.91","",""
"23/03/2025 07:00:00 - 23/03/2025 08:00:00","BZN|NL","Without sequence","79.73","",""
"23/03/2025 08:00:00 - 23/03/2025 09:00:00","BZN|NL","Without sequence","23.14","",""
"23/03/2025 09:00:00 - 23/03/2025 10:00:00","BZN|NL","Without sequence","13.78","",""
"23/03/2025 10:00:00 - 23/03/2025 11:00:00","BZN|NL","Without sequence","9.6","",""
"23/03/2025 11:00:00 - 23/03/2025 12:00:00","BZN|NL","Without sequence","13.49","",""
"23/03/2025 12:00:00 - 23/03/2025 13:00:00","BZN|NL","Without sequence","5.01","",""
"23/03/2025 13:00:00 - 23/03/2025 14:00:00","BZN|NL","Without sequence","11.46","",""
"23/03/2025 14:00:00 - 23/03/2025 15:00:00","BZN|NL","Without sequence","41.77","",""
"23/03/2025 15:00:00 - 23/03/2025 16:00:00","BZN|NL","Without sequence","93.52","",""
"23/03/2025 16:00:00 - 23/03/2025 17:00:00","BZN|NL","Without sequence","117.08","",""
"23/03/2025 17:00:00 - 23/03/2025 18:00:00","BZN|NL","Without sequence","140.0","",""
"23/03/2025 18:00:00 - 23/03/2025 19:00:00","BZN|NL","Without sequence","140.96","",""
"23/03/2025 19:00:00 - 23/03/2025 20:00:00","BZN|NL","Without sequence","139.7","",""
"23/03/2025 20:00:00 - 23/03/2025 21:00:00","BZN|NL","Without sequence","128.12","",""
"23/03/2025 21:00:00 - 23/03/2025 22:00:00","BZN|NL","Without sequence","123.52","",""
"23/03/2025 22:00:00 - 23/03/2025 23:00:00","BZN|NL","Without sequence","114.24","",""
"23/03/2025 23:00:00 - 24/03/2025 00:00:00","BZN|NL","Without sequence","108.5","",""
"24/03/2025 00:00:00 - 24/03/2025 01:00:00","BZN|NL","Without sequence","102.81","",""
"24/03/2025 01:00:00 - 24/03/2025 02:00:00","BZN|NL","Without sequence","99.11","",""
"24/03/2025 02:00:00 - 24/03/2025 03:00:00","BZN|NL","Without sequence","96.3","",""
"24/03/2025 03:00:00 - 24/03/2025 04:00:00","BZN|NL","Without sequence","98.64","",""
"24/03/2025 04:00:00 - 24/03/2025 05:00:00","BZN|NL","Without sequence","114.9","",""
"24/03/2025 05:00:00 - 24/03/2025 06:00:00","BZN|NL","Without sequence","137.41","",""
"24/03/2025 06:00:00 - 24/03/2025 07:00:00","BZN|NL","Without sequence","161.62","",""
"24/03/2025 07:00:00 - 24/03/2025 08:00:00","BZN|NL","Without sequence","159.09","",""
"24/03/2025 08:00:00 - 24/03/2025 09:00:00","BZN|NL","Without sequence","132.84","",""
"24/03/2025 09:00:00 - 24/03/2025 10:00:00","BZN|NL","Without sequence","110.25","",""
"24/03/2025 10:00:00 - 24/03/2025 11:00:00","BZN|NL","Without sequence","101.16","",""
"24/03/2025 11:00:00 - 24/03/2025 12:00:00","BZN|NL","Without sequence","94.43","",""
"24/03/2025 12:00:00 - 24/03/2025 13:00:00","BZN|NL","Without sequence","91.5","",""
"24/03/2025 13:00:00 - 24/03/2025 14:00:00","BZN|NL","Without sequence","92.91","",""
"24/03/2025 14:00:00 - 24/03/2025 15:00:00","BZN|NL","Without sequence","99.59","",""
"24/03/2025 15:00:00 - 24/03/2025 16:00:00","BZN|NL","Without sequence","119.91","",""
"24/03/2025 16:00:00 - 24/03/2025 17:00:00","BZN|NL","Without sequence","146.43","",""
"24/03/2025 17:00:00 - 24/03/2025 18:00:00","BZN|NL","Without sequence","200.61","",""
"24/03/2025 18:00:00 - 24/03/2025 19:00:00","BZN|NL","Without sequence","190.85","",""
"24/03/2025 19:00:00 - 24/03/2025 20:00:00","BZN|NL","Without sequence","161.3","",""
"24/03/2025 20:00:00 - 24/03/2025 21:00:00","BZN|NL","Without sequence","135.78","",""
"24/03/2025 21:00:00 - 24/03/2025 22:00:00","BZN|NL","Without sequence","122.96","",""
"24/03/2025 22:00:00 - 24/03/2025 23:00:00","BZN|NL","Without sequence","113.3","",""
"24/03/2025 23:00:00 - 25/03/2025 00:00:00","BZN|NL","Without sequence","100.62","",""
"25/03/2025 00:00:00 - 25/03/2025 01:00:00","BZN|NL","Without sequence","99.0","",""
"25/03/2025 01:00:00 - 25/03/2025 02:00:00","BZN|NL","Without sequence","97.15","",""
"25/03/2025 02:00:00 - 25/03/2025 03:00:00","BZN|NL","Without sequence","96.4","",""
"25/03/2025 03:00:00 - 25/03/2025 04:00:00","BZN|NL","Without sequence","95.64","",""
"25/03/2025 04:00:00 - 25/03/2025 05:00:00","BZN|NL","Without sequence","101.6","",""
"25/03/2025 05:00:00 - 25/03/2025 06:00:00","BZN|NL","Without sequence","127.85","",""
"25/03/2025 06:00:00 - 25/03/2025 07:00:00","BZN|NL","Without sequence","139.1","",""
"25/03/2025 07:00:00 - 25/03/2025 08:00:00","BZN|NL","Without sequence","130.06","",""
"25/03/2025 08:00:00 - 25/03/2025 09:00:00","BZN|NL","Without sequence","106.04","",""
"25/03/2025 09:00:00 - 25/03/2025 10:00:00","BZN|NL","Without sequence","90.65","",""
"25/03/2025 10:00:00 - 25/03/2025 11:00:00","BZN|NL","Without sequence","78.19","",""
"25/03/2025 11:00:00 - 25/03/2025 12:00:00","BZN|NL","Without sequence","68.61","",""
"25/03/2025 12:00:00 - 25/03/2025 13:00:00","BZN|NL","Without sequence","68.29","",""
"25/03/2025 13:00:00 - 25/03/2025 14:00:00","BZN|NL","Without sequence","77.43","",""
"25/03/2025 14:00:00 - 25/03/2025 15:00:00","BZN|NL","Without sequence","88.82","",""
"25/03/2025 15:00:00 - 25/03/2025 16:00:00","BZN|NL","Without sequence","101.89","",""
"25/03/2025 16:00:00 - 25/03/2025 17:00:00","BZN|NL","Without sequence","130.98","",""
"25/03/2025 17:00:00 - 25/03/2025 18:00:00","BZN|NL","Without sequence","154.56","",""
"25/03/2025 18:00:00 - 25/03/2025 19:00:00","BZN|NL","Without sequence","165.4","",""
"25/03/2025 19:00:00 - 25/03/2025 20:00:00","BZN|NL","Without sequence","148.6","",""
"25/03/2025 20:00:00 - 25/03/2025 21:00:00","BZN|NL","Without sequence","122.5","",""
"25/03/2025 21:00:00 - 25/03/2025 22:00:00","BZN|NL","Without sequence","113.45","",""
"25/03/2025 22:00:00 - 25/03/2025 23:00:00","BZN|NL","Without sequence","102.05","",""
"25/03/2025 23:00:00 - 26/03/2025 00:00:00","BZN|NL","Without sequence","101.02","",""
"26/03/2025 00:00:00 - 26/03/2025 01:00:00","BZN|NL","Without sequence","97.95","",""
"26/03/2025 01:00:00 - 26/03/2025 02:00:00","BZN|NL","Without sequence","97.34","",""
"26/03/2025 02:00:00 - 26/03/2025 03:00:00","BZN|NL","Without sequence","97.39","",""
"26/03/2025 03:00:00 - 26/03/2025 04:00:00","BZN|NL","Without sequence","95.72","",""
"26/03/2025 04:00:00 - 26/03/2025 05:00:00","BZN|NL","Without sequence","96.97","",""
"26/03/2025 05:00:00 - 26/03/2025 06:00:00","BZN|NL","Without sequence","124.47","",""
"26/03/2025 06:00:00 - 26/03/2025 07:00:00","BZN|NL","Without sequence","139.46","",""
"26/03/2025 07:00:00 - 26/03/2025 08:00:00","BZN|NL","Without sequence","136.44","",""
"26/03/2025 08:00:00 - 26/03/2025 09:00:00","BZN|NL","Without sequence","111.03","",""
"26/03/2025 09:00:00 - 26/03/2025 10:00:00","BZN|NL","Without sequence","98.99","",""
"26/03/2025 10:00:00 - 26/03/2025 11:00:00","BZN|NL","Without sequence","95.13","",""
"26/03/2025 11:00:00 - 26/03/2025 12:00:00","BZN|NL","Without sequence","94.17","",""
"26/03/2025 12:00:00 - 26/03/2025 13:00:00","BZN|NL","Without sequence","83.57","",""
"26/03/2025 13:00:00 - 26/03/2025 14:00:00","BZN|NL","Without sequence","88.0","",""
"26/03/2025 14:00:00 - 26/03/2025 15:00:00","BZN|NL","Without sequence","91.17","",""
"26/03/2025 15:00:00 - 26/03/2025 16:00:00","BZN|NL","Without sequence","99.05","",""
"26/03/2025 16:00:00 - 26/03/2025 17:00:00","BZN|NL","Without sequence","129.63","",""
"26/03/2025 17:00:00 - 26/03/2025 18:00:00","BZN|NL","Without sequence","157.32","",""
"26/03/2025 18:00:00 - 26/03/2025 19:00:00","BZN|NL","Without sequence","167.56","",""
"26/03/2025 19:00:00 - 26/03/2025 20:00:00","BZN|NL","Without sequence","150.0","",""
"26/03/2025 20:00:00 - 26/03/2025 21:00:00","BZN|NL","Without sequence","126.33","",""
"26/03/2025 21:00:00 - 26/03/2025 22:00:00","BZN|NL","Without sequence","117.48","",""
"26/03/2025 22:00:00 - 26/03/2025 23:00:00","BZN|NL","Without sequence","106.89","",""
"26/03/2025 23:00:00 - 27/03/2025 00:00:00","BZN|NL","Without sequence","103.91","",""
"27/03/2025 00:00:00 - 27/03/2025 01:00:00","BZN|NL","Without sequence","97.39","",""
"27/03/2025 01:00:00 - 27/03/2025 02:00:00","BZN|NL","Without sequence","96.61","",""
"27/03/2025 02:00:00 - 27/03/2025 03:00:00","BZN|NL","Without sequence","95.84","",""
"27/03/2025 03:00:00 - 27/03/2025 04:00:00","BZN|NL","Without sequence","92.16","",""
"27/03/2025 04:00:00 - 27/03/2025 05:00:00","BZN|NL","Without sequence","102.01","",""
"27/03/2025 05:00:00 - 27/03/2025 06:00:00","BZN|NL","Without sequence","125.05","",""
"27/03/2025 06:00:00 - 27/03/2025 07:00:00","BZN|NL","Without sequence","137.79","",""
"27/03/2025 07:00:00 - 27/03/2025 08:00:00","BZN|NL","Without sequence","123.5","",""
"27/03/2025 08:00:00 - 27/03/2025 09:00:00","BZN|NL","Without sequence","89.92","",""
"27/03/2025 09:00:00 - 27/03/2025 10:00:00","BZN|NL","Without sequence","70.78","",""
"27/03/2025 10:00:00 - 27/03/2025 11:00:00","BZN|NL","Without sequence","44.9","",""
"27/03/2025 11:00:00 - 27/03/2025 12:00:00","BZN|NL","Without sequence","12.0","",""
"27/03/2025 12:00:00 - 27/03/2025 13:00:00","BZN|NL","Without sequence","4.12","",""
"27/03/2025 13:00:00 - 27/03/2025 14:00:00","BZN|NL","Without sequence","29.03","",""
"27/03/2025 14:00:00 - 27/03/2025 15:00:00","BZN|NL","Without sequence","68.8","",""
"27/03/2025 15:00:00 - 27/03/2025 16:00:00","BZN|NL","Without sequence","87.08","",""
"27/03/2025 16:00:00 - 27/03/2025 17:00:00","BZN|NL","Without sequence","116.62","",""
"27/03/2025 17:00:00 - 27/03/2025 18:00:00","BZN|NL","Without sequence","151.07","",""
"27/03/2025 18:00:00 - 27/03/2025 19:00:00","BZN|NL","Without sequence","167.44","",""
"27/03/2025 19:00:00 - 27/03/2025 20:00:00","BZN|NL","Without sequence","140.71","",""
"27/03/2025 20:00:00 - 27/03/2025 21:00:00","BZN|NL","Without sequence","122.74","",""
"27/03/2025 21:00:00 - 27/03/2025 22:00:00","BZN|NL","Without sequence","111.6","",""
"27/03/2025 22:00:00 - 27/03/2025 23:00:00","BZN|NL","Without sequence","99.58","",""
"27/03/2025 23:00:00 - 28/03/2025 00:00:00","BZN|NL","Without sequence","85.21","",""
"28/03/2025 00:00:00 - 28/03/2025 01:00:00","BZN|NL","Without sequence","79.05","",""
"28/03/2025 01:00:00 - 28/03/2025 02:00:00","BZN|NL","Without sequence","78.99","",""
"28/03/2025 02:00:00 - 28/03/2025 03:00:00","BZN|NL","Without sequence","77.89","",""
"28/03/2025 03:00:00 - 28/03/2025 04:00:00","BZN|NL","Without sequence","78.47","",""
"28/03/2025 04:00:00 - 28/03/2025 05:00:00","BZN|NL","Without sequence","92.34","",""
"28/03/2025 05:00:00 - 28/03/2025 06:00:00","BZN|NL","Without sequence","122.8","",""
"28/03/2025 06:00:00 - 28/03/2025 07:00:00","BZN|NL","Without sequence","122.2","",""
"28/03/2025 07:00:00 - 28/03/2025 08:00:00","BZN|NL","Without sequence","102.08","",""
"28/03/2025 08:00:00 - 28/03/2025 09:00:00","BZN|NL","Without sequence","71.6","",""
"28/03/2025 09:00:00 - 28/03/2025 10:00:00","BZN|NL","Without sequence","20.47","",""
"28/03/2025 10:00:00 - 28/03/2025 11:00:00","BZN|NL","Without sequence","-2.0","",""
"28/03/2025 11:00:00 - 28/03/2025 12:00:00","BZN|NL","Without sequence","-2.0","",""
"28/03/2025 12:00:00 - 28/03/2025 13:00:00","BZN|NL","Without sequence","-0.03","",""
"28/03/2025 13:00:00 - 28/03/2025 14:00:00","BZN|NL","Without sequence","13.43","",""
"28/03/2025 14:00:00 - 28/03/2025 15:00:00","BZN|NL","Without sequence","66.41","",""
"28/03/2025 15:00:00 - 28/03/2025 16:00:00","BZN|NL","Without sequence","99.85","",""
"28/03/2025 16:00:00 - 28/03/2025 17:00:00","BZN|NL","Without sequence","120.84","",""
"28/03/2025 17:00:00 - 28/03/2025 18:00:00","BZN|NL","Without sequence","153.59","",""
"28/03/2025 18:00:00 - 28/03/2025 19:00:00","BZN|NL","Without sequence","158.28","",""
"28/03/2025 19:00:00 - 28/03/2025 20:00:00","BZN|NL","Without sequence","143.18","",""
"28/03/2025 20:00:00 - 28/03/2025 21:00:00","BZN|NL","Without sequence","118.6","",""
"28/03/2025 21:00:00 - 28/03/2025 22:00:00","BZN|NL","Without sequence","112.5","",""
"28/03/2025 22:00:00 - 28/03/2025 23:00:00","BZN|NL","Without sequence","107.34","",""
"28/03/2025 23:00:00 - 29/03/2025 00:00:00","BZN|NL","Without sequence","104.32","",""
"29/03/2025 00:00:00 - 29/03/2025 01:00:00","BZN|NL","Without sequence","96.17","",""
"29/03/2025 01:00:00 - 29/03/2025 02:00:00","BZN|NL","Without sequence","89.1","",""
"29/03/2025 02:00:00 - 29/03/2025 03:00:00","BZN|NL","Without sequence","88.04","",""
"29/03/2025 03:00:00 - 29/03/2025 04:00:00","BZN|NL","Without sequence","89.27","",""
"29/03/2025 04:00:00 - 29/03/2025 05:00:00","BZN|NL","Without sequence","87.07","",""
"29/03/2025 05:00:00 - 29/03/2025 06:00:00","BZN|NL","Without sequence","91.0","",""
"29/03/2025 06:00:00 - 29/03/2025 07:00:00","BZN|NL","Without sequence","92.93","",""
"29/03/2025 07:00:00 - 29/03/2025 08:00:00","BZN|NL","Without sequence","85.67","",""
"29/03/2025 08:00:00 - 29/03/2025 09:00:00","BZN|NL","Without sequence","70.62","",""
"29/03/2025 09:00:00 - 29/03/2025 10:00:00","BZN|NL","Without sequence","59.25","",""
"29/03/2025 10:00:00 - 29/03/2025 11:00:00","BZN|NL","Without sequence","59.46","",""
"29/03/2025 11:00:00 - 29/03/2025 12:00:00","BZN|NL","Without sequence","59.92","",""
"29/03/2025 12:00:00 - 29/03/2025 13:00:00","BZN|NL","Without sequence","0.88","",""
"29/03/2025 13:00:00 - 29/03/2025 14:00:00","BZN|NL","Without sequence","2.34","",""
"29/03/2025 14:00:00 - 29/03/2025 15:00:00","BZN|NL","Without sequence","23.64","",""
"29/03/2025 15:00:00 - 29/03/2025 16:00:00","BZN|NL","Without sequence","58.0","",""
"29/03/2025 16:00:00 - 29/03/2025 17:00:00","BZN|NL","Without sequence","90.49","",""
"29/03/2025 17:00:00 - 29/03/2025 18:00:00","BZN|NL","Without sequence","136.7","",""
"29/03/2025 18:00:00 - 29/03/2025 19:00:00","BZN|NL","Without sequence","143.96","",""
"29/03/2025 19:00:00 - 29/03/2025 20:00:00","BZN|NL","Without sequence","114.77","",""
"29/03/2025 20:00:00 - 29/03/2025 21:00:00","BZN|NL","Without sequence","93.81","",""
"29/03/2025 21:00:00 - 29/03/2025 22:00:00","BZN|NL","Without sequence","76.65","",""
"29/03/2025 22:00:00 - 29/03/2025 23:00:00","BZN|NL","Without sequence","61.95","",""
"29/03/2025 23:00:00 - 30/03/2025 00:00:00","BZN|NL","Without sequence","17.5","",""
"30/03/2025 00:00:00 - 30/03/2025 01:00:00","BZN|NL","Without sequence","12.2","",""
"30/03/2025 01:00:00 - 30/03/2025 02:00:00","BZN|NL","Without sequence","2.31","",""
"30/03/2025 02:00:00 - 30/03/2025 03:00:00","BZN|NL","Without sequence","1.2","",""
"30/03/2025 03:00:00 - 30/03/2025 04:00:00","BZN|NL","Without sequence","0.09","",""
"30/03/2025 04:00:00 - 30/03/2025 05:00:00","BZN|NL","Without sequence","0.0","",""
"30/03/2025 05:00:00 - 30/03/2025 06:00:00","BZN|NL","Without sequence","-0.03","",""
"30/03/2025 06:00:00 - 30/03/2025 07:00:00","BZN|NL","Without sequence","-0.01","",""
"30/03/2025 07:00:00 - 30/03/2025 08:00:00","BZN|NL","Without sequence","-0.04","",""
"30/03/2025 08:00:00 - 30/03/2025 09:00:00","BZN|NL","Without sequence","-3.47","",""
"30/03/2025 09:00:00 - 30/03/2025 10:00:00","BZN|NL","Without sequence","-15.0","",""
"30/03/2025 10:00:00 - 30/03/2025 11:00:00","BZN|NL","Without sequence","-33.0","",""
"30/03/2025 11:00:00 - 30/03/2025 12:00:00","BZN|NL","Without sequence","-33.0","",""
"30/03/2025 12:00:00 - 30/03/2025 13:00:00","BZN|NL","Without sequence","-33.0","",""
"30/03/2025 13:00:00 - 30/03/2025 14:00:00","BZN|NL","Without sequence","-15.34","",""
"30/03/2025 14:00:00 - 30/03/2025 15:00:00","BZN|NL","Without sequence","-4.01","",""
"30/03/2025 15:00:00 - 30/03/2025 16:00:00","BZN|NL","Without sequence","0.07","",""
"30/03/2025 16:00:00 - 30/03/2025 17:00:00","BZN|NL","Without sequence","14.41","",""
"30/03/2025 17:00:00 - 30/03/2025 18:00:00","BZN|NL","Without sequence","60.83","",""
"30/03/2025 18:00:00 - 30/03/2025 19:00:00","BZN|NL","Without sequence","62.7","",""
"30/03/2025 19:00:00 - 30/03/2025 20:00:00","BZN|NL","Without sequence","65.0","",""
"30/03/2025 20:00:00 - 30/03/2025 21:00:00","BZN|NL","Without sequence","61.71","",""
"30/03/2025 21:00:00 - 30/03/2025 22:00:00","BZN|NL","Without sequence","56.44","",""
"30/03/2025 22:00:00 - 30/03/2025 23:00:00","BZN|NL","Without sequence","65.41","",""
"30/03/2025 23:00:00 - 31/03/2025 00:00:00","BZN|NL","Without sequence","63.25","",""
"31/03/2025 00:00:00 - 31/03/2025 01:00:00","BZN|NL","Without sequence","64.41","",""
"31/03/2025 01:00:00 - 31/03/2025 02:00:00","BZN|NL","Without sequence","67.22","",""
"31/03/2025 02:00:00 - 31/03/2025 03:00:00","BZN|NL","Without sequence","68.97","",""
"31/03/2025 03:00:00 - 31/03/2025 04:00:00","BZN|NL","Without sequence","88.0","",""
"31/03/2025 04:00:00 - 31/03/2025 05:00:00","BZN|NL","Without sequence","104.9","",""
"31/03/2025 05:00:00 - 31/03/2025 06:00:00","BZN|NL","Without sequence","142.67","",""
"31/03/2025 06:00:00 - 31/03/2025 07:00:00","BZN|NL","Without sequence","174.16","",""
"31/03/2025 07:00:00 - 31/03/2025 08:00:00","BZN|NL","Without sequence","118.63","",""
"31/03/2025 08:00:00 - 31/03/2025 09:00:00","BZN|NL","Without sequence","99.35","",""
"31/03/2025 09:00:00 - 31/03/2025 10:00:00","BZN|NL","Without sequence","74.76","",""
"31/03/2025 10:00:00 - 31/03/2025 11:00:00","BZN|NL","Without sequence","25.0","",""
"31/03/2025 11:00:00 - 31/03/2025 12:00:00","BZN|NL","Without sequence","-3.0","",""
"31/03/2025 12:00:00 - 31/03/2025 13:00:00","BZN|NL","Without sequence","-3.0","",""
"31/03/2025 13:00:00 - 31/03/2025 14:00:00","BZN|NL","Without sequence","49.9","",""
"31/03/2025 14:00:00 - 31/03/2025 15:00:00","BZN|NL","Without sequence","63.31","",""
"31/03/2025 15:00:00 - 31/03/2025 16:00:00","BZN|NL","Without sequence","87.27","",""
"31/03/2025 16:00:00 - 31/03/2025 17:00:00","BZN|NL","Without sequence","116.65","",""
"31/03/2025 17:00:00 - 31/03/2025 18:00:00","BZN|NL","Without sequence","166.5","",""
"31/03/2025 18:00:00 - 31/03/2025 19:00:00","BZN|NL","Without sequence","168.67","",""
"31/03/2025 19:00:00 - 31/03/2025 20:00:00","BZN|NL","Without sequence","129.71","",""
"31/03/2025 20:00:00 - 31/03/2025 21:00:00","BZN|NL","Without sequence","112.54","",""
"31/03/2025 21:00:00 - 31/03/2025 22:00:00","BZN|NL","Without sequence","101.3","",""
