validfrom (UTC),validto (UTC),point,type,granularity,timezone,activity,classification,capacity (kW),volume (kWh),percentage,emission (kg CO2),emissionfactor (kg CO2/kWh)
6/11/24 17:00,6/11/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15281050,15281050,0.458109498,2200544,0.144640252
6/11/24 18:00,6/11/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13162755,13162755,0.394600242,2502127,0.190502495
6/11/24 19:00,6/11/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11072173,11072173,0.331923753,2551097,0.230904996
6/11/24 20:00,6/11/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9946652,9946652,0.298178762,2493361,0.250710487
6/11/24 21:00,6/11/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9050189,9050189,0.271301508,2300983,0.25419724
6/11/24 22:00,6/11/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7666712,7666712,0.229825243,1837654,0.239628747
6/11/24 23:00,6/12/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7225707,7225707,0.216602743,1646021,0.227782756
6/12/24 0:00,6/12/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6665626,6665626,0.199810743,1493651,0.224107504
6/12/24 1:00,6/12/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6581618,6581618,0.197290257,1474331,0.224023744
6/12/24 2:00,6/12/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6752710,6752710,0.202416494,1512335,0.223951757
6/12/24 3:00,6/12/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7027377,7027377,0.210647002,1623277,0.230926752
6/12/24 4:00,6/12/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8371932,8371932,0.250947505,1893901,0.226601005
6/12/24 5:00,6/12/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10842968,10842968,0.325012237,1869353,0.173100501
6/12/24 6:00,6/12/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12981371,12981371,0.389104992,1572975,0.12161725
6/12/24 7:00,6/12/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14356923,14356923,0.430330753,1058709,0.073977523
6/12/24 8:00,6/12/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16299232,16299232,0.488542736,996798,0.061452273
6/12/24 9:00,6/12/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18098463,18098463,0.542464972,1018857,0.056301825
6/12/24 10:00,6/12/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20373769,20373769,0.610655487,1033523,0.050751626
6/12/24 11:00,6/12/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19379580,19379580,0.580849767,1018872,0.052606601
6/12/24 12:00,6/12/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18769946,18769946,0.562570989,989322,0.052773226
6/12/24 13:00,6/12/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18006551,18006551,0.539683759,1000689,0.055577226
6/12/24 14:00,6/12/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17014567,17014567,0.509945989,1073185,0.063166797
6/12/24 15:00,6/12/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15283097,15283097,0.458046496,1256228,0.0824527
6/12/24 16:00,6/12/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14076591,14076591,0.42188099,1854019,0.131918743
6/12/24 17:00,6/12/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14029500,14029500,0.420464486,2805173,0.2002455
6/12/24 18:00,6/12/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11796938,11796938,0.353550255,2936867,0.249669999
6/12/24 19:00,6/12/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9900981,9900981,0.29672575,2951658,0.298754513
6/12/24 20:00,6/12/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8938587,8938587,0.267879993,2878510,0.322043747
6/12/24 21:00,6/12/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8295072,8295072,0.248591498,2722926,0.328249246
6/12/24 22:00,6/12/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7718306,7718306,0.231303751,2472606,0.320315003
6/12/24 23:00,6/13/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6956237,6956237,0.208463505,2185387,0.3140845
6/13/24 0:00,6/13/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6531949,6531949,0.195745498,1934349,0.296133995
6/13/24 1:00,6/13/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6629298,6629298,0.198660746,1856878,0.280148238
6/13/24 2:00,6/13/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7176537,7176537,0.215057254,1918797,0.267428756
6/13/24 3:00,6/13/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7504645,7504645,0.224886507,1997679,0.266199261
6/13/24 4:00,6/13/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8203479,8203479,0.245825246,1939834,0.236716002
6/13/24 5:00,6/13/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9733258,9733258,0.291662753,2046266,0.210773498
6/13/24 6:00,6/13/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12013874,12013874,0.359998256,1732151,0.145495743
6/13/24 7:00,6/13/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15432879,15432879,0.462444007,1434597,0.0934157
6/13/24 8:00,6/13/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17763102,17763102,0.532262266,1049230,0.059294049
6/13/24 9:00,6/13/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19888532,19888532,0.595942497,1001854,0.05037595
6/13/24 10:00,6/13/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19230287,19230287,0.576211512,1056619,0.054934349
6/13/24 11:00,6/13/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20019539,20019539,0.599853277,975274,0.0487279
6/13/24 12:00,6/13/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19828551,19828551,0.594123006,940531,0.047437798
6/13/24 13:00,6/13/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17368410,17368410,0.520403504,960070,0.0554111
6/13/24 14:00,6/13/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15756176,15756176,0.472090989,1023857,0.065039098
6/13/24 15:00,6/13/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14060672,14060672,0.421284497,1302764,0.093047626
6/13/24 16:00,6/13/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13596726,13596726,0.407379001,2096244,0.154572502
6/13/24 17:00,6/13/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12537883,12537883,0.375649512,3128522,0.250604987
6/13/24 18:00,6/13/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10628229,10628229,0.318430245,3251755,0.306339264
6/13/24 19:00,6/13/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9609488,9609488,0.287904501,3279634,0.341440737
6/13/24 20:00,6/13/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8267729,8267729,0.247701749,2889142,0.349367261
6/13/24 21:00,6/13/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5863868,5863868,0.175679997,1935469,0.329492003
6/13/24 22:00,6/13/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5281172,5281172,0.1582205,1496615,0.283275247
6/13/24 23:00,6/14/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5168171,5168171,0.154833004,1259965,0.244221255
6/14/24 0:00,6/14/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5252257,5252257,0.157350004,980381,0.186560005
6/14/24 1:00,6/14/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5710222,5710222,0.171068251,957373,0.167786494
6/14/24 2:00,6/14/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6242846,6242846,0.187022254,975064,0.156277999
6/14/24 3:00,6/14/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6995739,6995739,0.209574744,1003727,0.143582255
6/14/24 4:00,6/14/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8473082,8473082,0.253829002,1170821,0.138315246
6/14/24 5:00,6/14/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10331046,10331046,0.309484243,1383612,0.134067744
6/14/24 6:00,6/14/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12468418,12468418,0.373508751,1516396,0.121961497
6/14/24 7:00,6/14/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14514343,14514343,0.434791505,1402514,0.096880049
6/14/24 8:00,6/14/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15753655,15753655,0.471910506,1097061,0.069652475
6/14/24 9:00,6/14/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14913337,14913337,0.446732998,1228599,0.082404226
6/14/24 10:00,6/14/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15067650,15067650,0.451349735,1093184,0.072564602
6/14/24 11:00,6/14/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14926078,14926078,0.4471035,997014,0.066795297
6/14/24 12:00,6/14/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14845506,14845506,0.444684237,1102402,0.074256226
6/14/24 13:00,6/14/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14218680,14218680,0.425903261,1072478,0.075433448
6/14/24 14:00,6/14/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14721381,14721381,0.44095549,1081402,0.073521972
6/14/24 15:00,6/14/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14348381,14348381,0.429777741,1159125,0.080855675
6/14/24 16:00,6/14/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14031734,14031734,0.420287758,1453611,0.103897028
6/14/24 17:00,6/14/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11684590,11684590,0.349980503,1868647,0.160699502
6/14/24 18:00,6/14/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9832825,9832825,0.294512004,1992539,0.203015998
6/14/24 19:00,6/14/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8060403,8060403,0.241421744,2015155,0.250987262
6/14/24 20:00,6/14/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7258580,7258580,0.217402995,2082450,0.286889255
6/14/24 21:00,6/14/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6830463,6830463,0.204577997,1931208,0.28279826
6/14/24 22:00,6/14/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6223586,6223586,0.186399251,1781203,0.286175013
6/14/24 23:00,6/15/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5710585,5710585,0.171032503,1608886,0.281712741
6/15/24 0:00,6/15/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5087144,5087144,0.152358755,1401357,0.275424242
6/15/24 1:00,6/15/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,4479966,4479966,0.134172007,1052962,0.234721005
6/15/24 2:00,6/15/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,4500810,4500810,0.134794757,822315,0.183129251
6/15/24 3:00,6/15/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5335745,5335745,0.159797996,791460,0.149494499
6/15/24 4:00,6/15/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7009797,7009797,0.209931254,787098,0.113323301
6/15/24 5:00,6/15/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9443831,9443831,0.282822758,779316,0.083025225
6/15/24 6:00,6/15/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12688087,12688087,0.379976511,784622,0.062609203
6/15/24 7:00,6/15/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16373305,16373305,0.490333259,792917,0.048522498
6/15/24 8:00,6/15/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17335120,17335120,0.519130528,798473,0.046082426
6/15/24 9:00,6/15/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20571285,20571285,0.616035759,774594,0.037727676
6/15/24 10:00,6/15/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21950118,21950118,0.657318771,768205,0.035004199
6/15/24 11:00,6/15/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22654895,22654895,0.678415477,741858,0.032745823
6/15/24 12:00,6/15/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22306673,22306673,0.667979777,758019,0.034036674
6/15/24 13:00,6/15/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19270267,19270267,0.577046514,775335,0.040301774
6/15/24 14:00,6/15/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16899739,16899739,0.506054997,762746,0.045160577
6/15/24 15:00,6/15/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16608914,16608914,0.497340262,771361,0.046457175
6/15/24 16:00,6/15/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14906856,14906856,0.446368009,774907,0.052058902
6/15/24 17:00,6/15/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13863083,13863083,0.415108263,803586,0.058039825
6/15/24 18:00,6/15/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12219009,12219009,0.365874738,772617,0.063254274
6/15/24 19:00,6/15/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11405334,11405334,0.341506749,773418,0.067876875
6/15/24 20:00,6/15/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10484322,10484322,0.313925236,785394,0.074933
6/15/24 21:00,6/15/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10047241,10047241,0.300834239,768243,0.076465324
6/15/24 22:00,6/15/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9960320,9960320,0.298227757,778176,0.078122072
6/15/24 23:00,6/16/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9762779,9762779,0.292309493,765096,0.078368075
6/16/24 0:00,6/16/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9610728,9610728,0.27179125,777721,0.080931701
6/16/24 1:00,6/16/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9314094,9314094,0.263399243,766129,0.082255602
6/16/24 2:00,6/16/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8756859,8756859,0.247637749,761962,0.087058477
6/16/24 3:00,6/16/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8611881,8611881,0.243534997,749461,0.087175079
6/16/24 4:00,6/16/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9611716,9611716,0.27180624,752158,0.078321472
6/16/24 5:00,6/16/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11438343,11438343,0.323457003,775709,0.067981899
6/16/24 6:00,6/16/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13471349,13471349,0.380942494,787464,0.058579851
6/16/24 7:00,6/16/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16158501,16158501,0.45692426,831245,0.051553376
6/16/24 8:00,6/16/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17798161,17798161,0.503284514,811665,0.045618776
6/16/24 9:00,6/16/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18437753,18437753,0.521364272,786297,0.042664476
6/16/24 10:00,6/16/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18513884,18513884,0.523510993,764513,0.041308675
6/16/24 11:00,6/16/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19684810,19684810,0.556613982,770905,0.039185502
6/16/24 12:00,6/16/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17959239,17959239,0.50781548,761004,0.042374525
6/16/24 13:00,6/16/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18196792,18196792,0.514526725,770991,0.042369373
6/16/24 14:00,6/16/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18752228,18752228,0.530225992,761979,0.040639576
6/16/24 15:00,6/16/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17900805,17900805,0.506145239,763589,0.042660352
6/16/24 16:00,6/16/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16168899,16168899,0.457170486,931090,0.057917424
6/16/24 17:00,6/16/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14467140,14467140,0.409049511,1229615,0.085024625
6/16/24 18:00,6/16/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12716614,12716614,0.359549999,1642825,0.130153254
6/16/24 19:00,6/16/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10009954,10009954,0.2830185,1866547,0.187640503
6/16/24 20:00,6/16/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8531750,8531750,0.241221502,1901717,0.222941995
6/16/24 21:00,6/16/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7738200,7738200,0.218782753,1702390,0.219951257
6/16/24 22:00,6/16/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6930952,6930952,0.195956752,1360825,0.196204752
6/16/24 23:00,6/17/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6236289,6236289,0.176314995,980385,0.157157257
6/17/24 0:00,6/17/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6382356,6382356,0.180442497,917847,0.143812999
6/17/24 1:00,6/17/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6305585,6305585,0.178269997,941452,0.149342999
6/17/24 2:00,6/17/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6321293,6321293,0.178711995,1039057,0.164371505
6/17/24 3:00,6/17/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6858119,6858119,0.193885997,1312549,0.191297248
6/17/24 4:00,6/17/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8465795,8465795,0.239334255,1726214,0.203900501
6/17/24 5:00,6/17/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10305229,10305229,0.291333258,1984604,0.193035007
6/17/24 6:00,6/17/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12535505,12535505,0.354379743,1869838,0.150096998
6/17/24 7:00,6/17/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15095686,15095686,0.426751256,1397426,0.093254022
